Time (ms),Spikeling Vm (mV),Stimulus (%),Total Current Input (a.u.),Synapse 1 Vm (mV),Synapse 1 Input (a.u.),Synapse 2 Vm (mV),Synapse 2 Input (a.u.),Trigger
35.1,-63.42583098,0,3,-65,0,-65,0,0
35.2,-63.99253576,0,2,-65,0,-65,0,0
35.3,-64.65270857,0,-1,-65,0,-65,0,0
35.4,-65.60218114,0,3,-65,0,-65,0,0
35.5,-66.13058611,0,-2,-65,0,-65,0,0
35.6,-67.14363155,0,-1,-65,0,-65,0,0
35.7,-68.02198107,0,0,-65,0,-65,0,0
35.8,-68.76341466,0,-3,-65,0,-65,0,0
35.9,-69.76866855,0,3,-65,0,-65,0,0
36,-70.11824463,0,2,-65,0,-65,0,0
36.1,-70.54572773,0,0,-65,0,-65,0,0
36.2,-71.14513539,0,-1,-65,0,-65,0,0
36.3,-71.80321204,0,-1,-65,0,-65,0,0
36.4,-72.41270695,0,0,-65,0,-65,0,0
36.5,-72.87399594,0,2,-65,0,-65,0,0
36.6,-73.09647917,0,-1,-65,0,-65,0,0
36.7,-73.5989203,0,1,-65,0,-65,0,0
36.8,-73.85636166,0,2,-65,0,-65,0,0
36.9,-73.98927473,0,-1,-65,0,-65,0,0
37,-74.40863473,0,2,-65,0,-65,0,0
37.1,-74.48732504,0,1,-65,0,-65,0,0
37.2,-74.65707244,0,-2,-65,0,-65,0,0
37.3,-75.10900069,0,0,-65,0,-65,0,0
37.4,-75.31471842,0,-2,-65,0,-65,0,0
37.5,-75.69806979,0,0,-65,0,-65,0,0
37.6,-75.84007465,0,1,-65,0,-65,0,0
37.7,-75.8655442,0,0,-65,0,-65,0,0
37.8,-75.98683381,0,-3,-65,0,-65,0,0
37.9,-76.39363461,0,-3,-65,0,-65,0,0
38,-76.75440732,0,-2,-65,0,-65,0,0
38.1,-76.97307385,0,-1,-65,0,-65,0,0
38.2,-77.06512168,0,-2,-65,0,-65,0,0
38.3,-77.24498543,0,-3,-65,0,-65,0,0
38.4,-77.50226521,0,2,-65,0,-65,0,0
38.5,-77.22742756,0,0,-65,0,-65,0,0
38.6,-77.1837833,0,3,-65,0,-65,0,0
38.7,-76.84378832,0,-3,-65,0,-65,0,0
38.8,-77.14180158,0,-1,-65,0,-65,0,0
38.9,-77.20378484,0,-2,-65,0,-65,0,0
39,-77.35701517,0,0,-65,0,-65,0,0
39.1,-77.29064671,0,2,-65,0,-65,0,0
39.2,-77.03067419,0,-2,-65,0,-65,0,0
39.3,-77.19973124,0,-1,-65,0,-65,0,0
39.4,-77.24755663,0,2,-65,0,-65,0,0
39.5,-76.9882845,0,3,-65,0,-65,0,0
39.6,-76.65788162,0,-3,-65,0,-65,0,0
